id,pokemon,rarity,grade,shiny,preis
303,Flunkifer,Common,Trainiert,0,0.20
303,Flunkifer,Common,Kampfbereit,0,0.23
303,Flunkifer,Common,Elite,0,0.31
303,Flunkifer,Common,Perfekt,0,0.39
303,Flunkifer,Common,Wild,1,0.40
303,Flunkifer,Common,Trainiert,1,0.49
303,Flunkifer,Common,Kampfbereit,1,0.58
303,Flunkifer,Common,Elite,1,0.78
303,Flunkifer,Common,Perfekt,1,0.98
304,Stollunior,Uncommon,Wild,0,0.32
304,Stollunior,Uncommon,Trainiert,0,0.38
304,Stollunior,Uncommon,Kampfbereit,0,0.45
304,Stollunior,Uncommon,Elite,0,0.61
304,Stollunior,Uncommon,Perfekt,0,0.77
304,Stollunior,Uncommon,Wild,1,0.79
304,Stollunior,Uncommon,Trainiert,1,0.96
304,Stollunior,Uncommon,Kampfbereit,1,1.13
304,Stollunior,Uncommon,Elite,1,1.52
304,Stollunior,Uncommon,Perfekt,1,1.91
305,Stollrak,Uncommon,Wild,0,0.70
305,Stollrak,Uncommon,Trainiert,0,0.85
305,Stollrak,Uncommon,Kampfbereit,0,1.00
305,Stollrak,Uncommon,Elite,0,1.35
305,Stollrak,Uncommon,Perfekt,0,1.70
305,Stollrak,Uncommon,Wild,1,1.75
305,Stollrak,Uncommon,Trainiert,1,2.13
305,Stollrak,Uncommon,Kampfbereit,1,2.50
305,Stollrak,Uncommon,Elite,1,3.38
305,Stollrak,Uncommon,Perfekt,1,4.25
306,Stolloss,Rare,Wild,0,2.30
306,Stolloss,Rare,Trainiert,0,2.80
306,Stolloss,Rare,Kampfbereit,0,3.29
306,Stolloss,Rare,Elite,0,4.44
306,Stolloss,Rare,Perfekt,0,5.59
306,Stolloss,Rare,Wild,1,5.76
306,Stolloss,Rare,Trainiert,1,6.99
306,Stolloss,Rare,Kampfbereit,1,8.23
306,Stolloss,Rare,Elite,1,11.00
306,Stolloss,Rare,Perfekt,1,14.00
307,Meditie,Uncommon,Wild,0,0.34
307,Meditie,Uncommon,Trainiert,0,0.42
307,Meditie,Uncommon,Kampfbereit,0,0.49
307,Meditie,Uncommon,Elite,0,0.66
307,Meditie,Uncommon,Perfekt,0,0.83
307,Meditie,Uncommon,Wild,1,0.86
307,Meditie,Uncommon,Trainiert,1,1.04
307,Meditie,Uncommon,Kampfbereit,1,1.23
307,Meditie,Uncommon,Elite,1,1.65
307,Meditie,Uncommon,Perfekt,1,2.08
308,Meditalis,Uncommon,Wild,0,1.04
308,Meditalis,Uncommon,Trainiert,0,1.27
308,Meditalis,Uncommon,Kampfbereit,0,1.49
308,Meditalis,Uncommon,Elite,0,2.01
308,Meditalis,Uncommon,Perfekt,0,2.53
308,Meditalis,Uncommon,Wild,1,2.61
308,Meditalis,Uncommon,Trainiert,1,3.17
308,Meditalis,Uncommon,Kampfbereit,1,3.73
308,Meditalis,Uncommon,Elite,1,5.03
308,Meditalis,Uncommon,Perfekt,1,6.33
309,Frizelbliz,Common,Wild,0,0.18
309,Frizelbliz,Common,Trainiert,0,0.22
309,Frizelbliz,Common,Kampfbereit,0,0.26
309,Frizelbliz,Common,Elite,0,0.35
309,Frizelbliz,Common,Perfekt,0,0.44
309,Frizelbliz,Common,Wild,1,0.45
309,Frizelbliz,Common,Trainiert,1,0.55
309,Frizelbliz,Common,Kampfbereit,1,0.65
309,Frizelbliz,Common,Elite,1,0.88
309,Frizelbliz,Common,Perfekt,1,1.11
310,Voltenso,Uncommon,Wild,0,0.44
310,Voltenso,Uncommon,Trainiert,0,0.54
310,Voltenso,Uncommon,Kampfbereit,0,0.63
310,Voltenso,Uncommon,Elite,0,0.85
310,Voltenso,Uncommon,Perfekt,0,1.07
310,Voltenso,Uncommon,Wild,1,1.10
310,Voltenso,Uncommon,Trainiert,1,1.34
310,Voltenso,Uncommon,Kampfbereit,1,1.58
310,Voltenso,Uncommon,Elite,1,2.13
310,Voltenso,Uncommon,Perfekt,1,2.68
311,Plusle,Common,Wild,0,0.15
311,Plusle,Common,Trainiert,0,0.18
311,Plusle,Common,Kampfbereit,0,0.21
311,Plusle,Common,Elite,0,0.28
311,Plusle,Common,Perfekt,0,0.36
311,Plusle,Common,Wild,1,0.37
311,Plusle,Common,Trainiert,1,0.45
311,Plusle,Common,Kampfbereit,1,0.53
311,Plusle,Common,Elite,1,0.71
311,Plusle,Common,Perfekt,1,0.89
312,Minun,Common,Wild,0,0.18
312,Minun,Common,Trainiert,0,0.21
312,Minun,Common,Kampfbereit,0,0.25
312,Minun,Common,Elite,0,0.34
312,Minun,Common,Perfekt,0,0.43
312,Minun,Common,Wild,1,0.44
312,Minun,Common,Trainiert,1,0.53
312,Minun,Common,Kampfbereit,1,0.63
312,Minun,Common,Elite,1,0.84
312,Minun,Common,Perfekt,1,1.06
313,Volbeat,Common,Wild,0,0.16
313,Volbeat,Common,Trainiert,0,0.20
313,Volbeat,Common,Kampfbereit,0,0.23
313,Volbeat,Common,Elite,0,0.31
313,Volbeat,Common,Perfekt,0,0.39
313,Volbeat,Common,Wild,1,0.40
313,Volbeat,Common,Trainiert,1,0.49
313,Volbeat,Common,Kampfbereit,1,0.58
313,Volbeat,Common,Elite,1,0.78
313,Volbeat,Common,Perfekt,1,0.98
314,Illumise,Common,Wild,0,0.19
314,Illumise,Common,Trainiert,0,0.23
314,Illumise,Common,Kampfbereit,0,0.27
314,Illumise,Common,Elite,0,0.36
314,Illumise,Common,Perfekt,0,0.46
314,Illumise,Common,Wild,1,0.47
314,Illumise,Common,Trainiert,1,0.57
314,Illumise,Common,Kampfbereit,1,0.68
314,Illumise,Common,Elite,1,0.91
314,Illumise,Common,Perfekt,1,1.15
315,Roselia,Uncommon,Wild,0,0.74
315,Roselia,Uncommon,Trainiert,0,0.90
315,Roselia,Uncommon,Kampfbereit,0,1.06
315,Roselia,Uncommon,Elite,0,1.43
315,Roselia,Uncommon,Perfekt,0,1.80
315,Roselia,Uncommon,Wild,1,1.86
315,Roselia,Uncommon,Trainiert,1,2.25
315,Roselia,Uncommon,Kampfbereit,1,2.65
315,Roselia,Uncommon,Elite,1,3.58
315,Roselia,Uncommon,Perfekt,1,4.51
316,Schluppuck,Common,Wild,0,0.03
316,Schluppuck,Common,Trainiert,0,0.03
316,Schluppuck,Common,Kampfbereit,0,0.04
316,Schluppuck,Common,Elite,0,0.05
316,Schluppuck,Common,Perfekt,0,0.07
316,Schluppuck,Common,Wild,1,0.07
316,Schluppuck,Common,Trainiert,1,0.09
316,Schluppuck,Common,Kampfbereit,1,0.10
316,Schluppuck,Common,Elite,1,0.14
316,Schluppuck,Common,Perfekt,1,0.17
317,Schlukwech,Common,Wild,0,0.20
317,Schlukwech,Common,Trainiert,0,0.25
317,Schlukwech,Common,Kampfbereit,0,0.29
317,Schlukwech,Common,Elite,0,0.39
317,Schlukwech,Common,Perfekt,0,0.49
317,Schlukwech,Common,Wild,1,0.51
317,Schlukwech,Common,Trainiert,1,0.62
317,Schlukwech,Common,Kampfbereit,1,0.73
317,Schlukwech,Common,Elite,1,0.98
317,Schlukwech,Common,Perfekt,1,1.23
318,Kanivanha,Uncommon,Wild,0,0.34
318,Kanivanha,Uncommon,Trainiert,0,0.42
318,Kanivanha,Uncommon,Kampfbereit,0,0.49
318,Kanivanha,Uncommon,Elite,0,0.66
318,Kanivanha,Uncommon,Perfekt,0,0.83
318,Kanivanha,Uncommon,Wild,1,0.86
318,Kanivanha,Uncommon,Trainiert,1,1.04
318,Kanivanha,Uncommon,Kampfbereit,1,1.23
318,Kanivanha,Uncommon,Elite,1,1.65
318,Kanivanha,Uncommon,Perfekt,1,2.08
319,Tohaido,Uncommon,Wild,0,1.06
319,Tohaido,Uncommon,Trainiert,0,1.28
319,Tohaido,Uncommon,Kampfbereit,0,1.51
319,Tohaido,Uncommon,Elite,0,2.04
319,Tohaido,Uncommon,Perfekt,0,2.57
319,Tohaido,Uncommon,Wild,1,2.64
319,Tohaido,Uncommon,Trainiert,1,3.21
319,Tohaido,Uncommon,Kampfbereit,1,3.78
319,Tohaido,Uncommon,Elite,1,5.10
319,Tohaido,Uncommon,Perfekt,1,6.42
320,Wailmer,Common,Wild,0,0.13
320,Wailmer,Common,Trainiert,0,0.15
320,Wailmer,Common,Kampfbereit,0,0.18
320,Wailmer,Common,Elite,0,0.24
320,Wailmer,Common,Perfekt,0,0.31
320,Wailmer,Common,Wild,1,0.32
320,Wailmer,Common,Trainiert,1,0.38
320,Wailmer,Common,Kampfbereit,1,0.45
320,Wailmer,Common,Elite,1,0.61
320,Wailmer,Common,Perfekt,1,0.77
321,Wailord,Uncommon,Wild,0,0.37
321,Wailord,Uncommon,Trainiert,0,0.45
321,Wailord,Uncommon,Kampfbereit,0,0.53
321,Wailord,Uncommon,Elite,0,0.72
321,Wailord,Uncommon,Perfekt,0,0.90
321,Wailord,Uncommon,Wild,1,0.93
321,Wailord,Uncommon,Trainiert,1,1.13
321,Wailord,Uncommon,Kampfbereit,1,1.33
321,Wailord,Uncommon,Elite,1,1.79
321,Wailord,Uncommon,Perfekt,1,2.25
322,Camaub,Common,Wild,0,0.16
322,Camaub,Common,Trainiert,0,0.20
322,Camaub,Common,Kampfbereit,0,0.23
322,Camaub,Common,Elite,0,0.31
322,Camaub,Common,Perfekt,0,0.39
322,Camaub,Common,Wild,1,0.40
322,Camaub,Common,Trainiert,1,0.49
322,Camaub,Common,Kampfbereit,1,0.58
322,Camaub,Common,Elite,1,0.78
322,Camaub,Common,Perfekt,1,0.98
323,Camerupt,Uncommon,Wild,0,0.36
323,Camerupt,Uncommon,Trainiert,0,0.44
323,Camerupt,Uncommon,Kampfbereit,0,0.52
323,Camerupt,Uncommon,Elite,0,0.70
323,Camerupt,Uncommon,Perfekt,0,0.88
323,Camerupt,Uncommon,Wild,1,0.91
323,Camerupt,Uncommon,Trainiert,1,1.11
323,Camerupt,Uncommon,Kampfbereit,1,1.30
323,Camerupt,Uncommon,Elite,1,1.76
323,Camerupt,Uncommon,Perfekt,1,2.21
324,Qurtel,Uncommon,Wild,0,0.40
324,Qurtel,Uncommon,Trainiert,0,0.48
324,Qurtel,Uncommon,Kampfbereit,0,0.57
324,Qurtel,Uncommon,Elite,0,0.77
324,Qurtel,Uncommon,Perfekt,0,0.97
324,Qurtel,Uncommon,Wild,1,1.00
324,Qurtel,Uncommon,Trainiert,1,1.21
324,Qurtel,Uncommon,Kampfbereit,1,1.42
324,Qurtel,Uncommon,Elite,1,1.92
324,Qurtel,Uncommon,Perfekt,1,2.42
325,Spoink,Common,Wild,0,0.15
325,Spoink,Common,Trainiert,0,0.19
325,Spoink,Common,Kampfbereit,0,0.22
325,Spoink,Common,Elite,0,0.30
325,Spoink,Common,Perfekt,0,0.37
325,Spoink,Common,Wild,1,0.39
325,Spoink,Common,Trainiert,1,0.47
325,Spoink,Common,Kampfbereit,1,0.55
325,Spoink,Common,Elite,1,0.74
325,Spoink,Common,Perfekt,1,0.94
326,Groink,Uncommon,Wild,0,0.39
326,Groink,Uncommon,Trainiert,0,0.47
326,Groink,Uncommon,Kampfbereit,0,0.55
326,Groink,Uncommon,Elite,0,0.74
326,Groink,Uncommon,Perfekt,0,0.94
326,Groink,Uncommon,Wild,1,0.96
326,Groink,Uncommon,Trainiert,1,1.17
326,Groink,Uncommon,Kampfbereit,1,1.38
326,Groink,Uncommon,Elite,1,1.86
326,Groink,Uncommon,Perfekt,1,2.34
327,Pandir,Common,Wild,0,0.05
327,Pandir,Common,Trainiert,0,0.06
327,Pandir,Common,Kampfbereit,0,0.07
327,Pandir,Common,Elite,0,0.09
327,Pandir,Common,Perfekt,0,0.12
327,Pandir,Common,Wild,1,0.12
327,Pandir,Common,Trainiert,1,0.15
327,Pandir,Common,Kampfbereit,1,0.18
327,Pandir,Common,Elite,1,0.24
327,Pandir,Common,Perfekt,1,0.30
328,Knacklion,Uncommon,Wild,0,0.35
328,Knacklion,Uncommon,Trainiert,0,0.43
328,Knacklion,Uncommon,Kampfbereit,0,0.50
328,Knacklion,Uncommon,Elite,0,0.68
328,Knacklion,Uncommon,Perfekt,0,0.85
328,Knacklion,Uncommon,Wild,1,0.88
328,Knacklion,Uncommon,Trainiert,1,1.06
328,Knacklion,Uncommon,Kampfbereit,1,1.25
328,Knacklion,Uncommon,Elite,1,1.69
328,Knacklion,Uncommon,Perfekt,1,2.13
329,Vibrava,Uncommon,Wild,0,0.71
329,Vibrava,Uncommon,Trainiert,0,0.86
329,Vibrava,Uncommon,Kampfbereit,0,1.01
329,Vibrava,Uncommon,Elite,0,1.36
329,Vibrava,Uncommon,Perfekt,0,1.72
329,Vibrava,Uncommon,Wild,1,1.77
329,Vibrava,Uncommon,Trainiert,1,2.15
329,Vibrava,Uncommon,Kampfbereit,1,2.53
329,Vibrava,Uncommon,Elite,1,3.41
329,Vibrava,Uncommon,Perfekt,1,4.29
330,Libelldra,Rare,Wild,0,2.33
330,Libelldra,Rare,Trainiert,0,2.83
330,Libelldra,Rare,Kampfbereit,0,3.33
330,Libelldra,Rare,Elite,0,4.50
330,Libelldra,Rare,Perfekt,0,5.66
330,Libelldra,Rare,Wild,1,5.83
330,Libelldra,Rare,Trainiert,1,7.08
330,Libelldra,Rare,Kampfbereit,1,8.32
330,Libelldra,Rare,Elite,1,11.25
330,Libelldra,Rare,Perfekt,1,14.25
331,Tuska,Common,Wild,0,0.14
331,Tuska,Common,Trainiert,0,0.17
331,Tuska,Common,Kampfbereit,0,0.20
331,Tuska,Common,Elite,0,0.27
331,Tuska,Common,Perfekt,0,0.34
331,Tuska,Common,Wild,1,0.35
331,Tuska,Common,Trainiert,1,0.43
331,Tuska,Common,Kampfbereit,1,0.50
331,Tuska,Common,Elite,1,0.68
331,Tuska,Common,Perfekt,1,0.85
332,Noktuska,Uncommon,Wild,0,0.43
332,Noktuska,Uncommon,Trainiert,0,0.52
332,Noktuska,Uncommon,Kampfbereit,0,0.61
332,Noktuska,Uncommon,Elite,0,0.82
332,Noktuska,Uncommon,Perfekt,0,1.04
332,Noktuska,Uncommon,Wild,1,1.07
332,Noktuska,Uncommon,Trainiert,1,1.30
332,Noktuska,Uncommon,Kampfbereit,1,1.53
332,Noktuska,Uncommon,Elite,1,2.06
332,Noktuska,Uncommon,Perfekt,1,2.59
333,Wablu,Common,Wild,0,0.16
333,Wablu,Common,Trainiert,0,0.20
333,Wablu,Common,Kampfbereit,0,0.23
333,Wablu,Common,Elite,0,0.31
333,Wablu,Common,Perfekt,0,0.39
333,Wablu,Common,Wild,1,0.40
333,Wablu,Common,Trainiert,1,0.49
333,Wablu,Common,Kampfbereit,1,0.58
333,Wablu,Common,Elite,1,0.78
333,Wablu,Common,Perfekt,1,0.98
334,Altaria,Uncommon,Wild,0,0.42
334,Altaria,Uncommon,Trainiert,0,0.51
334,Altaria,Uncommon,Kampfbereit,0,0.60
334,Altaria,Uncommon,Elite,0,0.81
334,Altaria,Uncommon,Perfekt,0,1.02
334,Altaria,Uncommon,Wild,1,1.05
334,Altaria,Uncommon,Trainiert,1,1.27
334,Altaria,Uncommon,Kampfbereit,1,1.50
334,Altaria,Uncommon,Elite,1,2.03
334,Altaria,Uncommon,Perfekt,1,2.55
335,Sengo,Rare,Wild,0,2.14
335,Sengo,Rare,Trainiert,0,2.60
335,Sengo,Rare,Kampfbereit,0,3.06
335,Sengo,Rare,Elite,0,4.13
335,Sengo,Rare,Perfekt,0,5.20
335,Sengo,Rare,Wild,1,5.36
335,Sengo,Rare,Trainiert,1,6.50
335,Sengo,Rare,Kampfbereit,1,7.65
335,Sengo,Rare,Elite,1,10.25
335,Sengo,Rare,Perfekt,1,13.00
336,Vipitis,Uncommon,Wild,0,0.63
336,Vipitis,Uncommon,Trainiert,0,0.77
336,Vipitis,Uncommon,Kampfbereit,0,0.90
336,Vipitis,Uncommon,Elite,0,1.22
336,Vipitis,Uncommon,Perfekt,0,1.53
336,Vipitis,Uncommon,Wild,1,1.58
336,Vipitis,Uncommon,Trainiert,1,1.91
336,Vipitis,Uncommon,Kampfbereit,1,2.25
336,Vipitis,Uncommon,Elite,1,3.04
336,Vipitis,Uncommon,Perfekt,1,3.83
337,Lunastein,Uncommon,Wild,0,0.41
337,Lunastein,Uncommon,Trainiert,0,0.49
337,Lunastein,Uncommon,Kampfbereit,0,0.58
337,Lunastein,Uncommon,Elite,0,0.78
337,Lunastein,Uncommon,Perfekt,0,0.99
337,Lunastein,Uncommon,Wild,1,1.01
337,Lunastein,Uncommon,Trainiert,1,1.23
337,Lunastein,Uncommon,Kampfbereit,1,1.45
337,Lunastein,Uncommon,Elite,1,1.96
337,Lunastein,Uncommon,Perfekt,1,2.47
338,Sonnfel,Uncommon,Wild,0,0.45
338,Sonnfel,Uncommon,Trainiert,0,0.54
338,Sonnfel,Uncommon,Kampfbereit,0,0.64
338,Sonnfel,Uncommon,Elite,0,0.86
338,Sonnfel,Uncommon,Perfekt,0,1.09
338,Sonnfel,Uncommon,Wild,1,1.12
338,Sonnfel,Uncommon,Trainiert,1,1.36
338,Sonnfel,Uncommon,Kampfbereit,1,1.60
338,Sonnfel,Uncommon,Elite,1,2.16
338,Sonnfel,Uncommon,Perfekt,1,2.72
339,Schmerbe,Common,Wild,0,0.13
339,Schmerbe,Common,Trainiert,0,0.15
339,Schmerbe,Common,Kampfbereit,0,0.18
339,Schmerbe,Common,Elite,0,0.24
339,Schmerbe,Common,Perfekt,0,0.31
339,Schmerbe,Common,Wild,1,0.32
339,Schmerbe,Common,Trainiert,1,0.38
339,Schmerbe,Common,Kampfbereit,1,0.45
339,Schmerbe,Common,Elite,1,0.61
339,Schmerbe,Common,Perfekt,1,0.77
340,Welsar,Uncommon,Wild,0,0.33
340,Welsar,Uncommon,Trainiert,0,0.40
340,Welsar,Uncommon,Kampfbereit,0,0.47
340,Welsar,Uncommon,Elite,0,0.63
340,Welsar,Uncommon,Perfekt,0,0.80
340,Welsar,Uncommon,Wild,1,0.82
340,Welsar,Uncommon,Trainiert,1,1.00
340,Welsar,Uncommon,Kampfbereit,1,1.17
340,Welsar,Uncommon,Elite,1,1.59
340,Welsar,Uncommon,Perfekt,1,2.00
341,Krebscorps,Uncommon,Wild,0,0.32
341,Krebscorps,Uncommon,Trainiert,0,0.38
341,Krebscorps,Uncommon,Kampfbereit,0,0.45
341,Krebscorps,Uncommon,Elite,0,0.61
341,Krebscorps,Uncommon,Perfekt,0,0.77
341,Krebscorps,Uncommon,Wild,1,0.79
341,Krebscorps,Uncommon,Trainiert,1,0.96
341,Krebscorps,Uncommon,Kampfbereit,1,1.13
341,Krebscorps,Uncommon,Elite,1,1.52
341,Krebscorps,Uncommon,Perfekt,1,1.91
342,Krebutack,Uncommon,Wild,0,1.15
342,Krebutack,Uncommon,Trainiert,0,1.40
342,Krebutack,Uncommon,Kampfbereit,0,1.65
342,Krebutack,Uncommon,Elite,0,2.23
342,Krebutack,Uncommon,Perfekt,0,2.81
342,Krebutack,Uncommon,Wild,1,2.89
342,Krebutack,Uncommon,Trainiert,1,3.51
342,Krebutack,Uncommon,Kampfbereit,1,4.13
342,Krebutack,Uncommon,Elite,1,5.57
342,Krebutack,Uncommon,Perfekt,1,7.01
343,Puppance,Common,Wild,0,0.15
343,Puppance,Common,Trainiert,0,0.19
343,Puppance,Common,Kampfbereit,0,0.22
343,Puppance,Common,Elite,0,0.30
343,Puppance,Common,Perfekt,0,0.37
343,Puppance,Common,Wild,1,0.39
343,Puppance,Common,Trainiert,1,0.47
343,Puppance,Common,Kampfbereit,1,0.55
343,Puppance,Common,Elite,1,0.74
343,Puppance,Common,Perfekt,1,0.94
344,Lepumentas,Uncommon,Wild,0,0.39
344,Lepumentas,Uncommon,Trainiert,0,0.47
344,Lepumentas,Uncommon,Kampfbereit,0,0.55
344,Lepumentas,Uncommon,Elite,0,0.74
344,Lepumentas,Uncommon,Perfekt,0,0.94
344,Lepumentas,Uncommon,Wild,1,0.96
344,Lepumentas,Uncommon,Trainiert,1,1.17
344,Lepumentas,Uncommon,Kampfbereit,1,1.38
344,Lepumentas,Uncommon,Elite,1,1.86
344,Lepumentas,Uncommon,Perfekt,1,2.34
345,Liliep,Uncommon,Wild,0,0.60
345,Liliep,Uncommon,Trainiert,0,0.72
345,Liliep,Uncommon,Kampfbereit,0,0.85
345,Liliep,Uncommon,Elite,0,1.15
345,Liliep,Uncommon,Perfekt,0,1.44
345,Liliep,Uncommon,Wild,1,1.49
345,Liliep,Uncommon,Trainiert,1,1.81
345,Liliep,Uncommon,Kampfbereit,1,2.13
345,Liliep,Uncommon,Elite,1,2.87
345,Liliep,Uncommon,Perfekt,1,3.61
346,Wielie,Uncommon,Wild,0,1.52
346,Wielie,Uncommon,Trainiert,0,1.84
346,Wielie,Uncommon,Kampfbereit,0,2.17
346,Wielie,Uncommon,Elite,0,2.93
346,Wielie,Uncommon,Perfekt,0,3.69
346,Wielie,Uncommon,Wild,1,3.80
346,Wielie,Uncommon,Trainiert,1,4.61
346,Wielie,Uncommon,Kampfbereit,1,5.43
346,Wielie,Uncommon,Elite,1,7.32
346,Wielie,Uncommon,Perfekt,1,9.22
347,Anorith,Uncommon,Wild,0,0.58
347,Anorith,Uncommon,Trainiert,0,0.71
347,Anorith,Uncommon,Kampfbereit,0,0.83
347,Anorith,Uncommon,Elite,0,1.12
347,Anorith,Uncommon,Perfekt,0,1.41
347,Anorith,Uncommon,Wild,1,1.45
347,Anorith,Uncommon,Trainiert,1,1.76
347,Anorith,Uncommon,Kampfbereit,1,2.07
347,Anorith,Uncommon,Elite,1,2.80
347,Anorith,Uncommon,Perfekt,1,3.53
348,Armaldo,Uncommon,Wild,0,1.31
348,Armaldo,Uncommon,Trainiert,0,1.59
348,Armaldo,Uncommon,Kampfbereit,0,1.87
348,Armaldo,Uncommon,Elite,0,2.52
348,Armaldo,Uncommon,Perfekt,0,3.18
348,Armaldo,Uncommon,Wild,1,3.27
348,Armaldo,Uncommon,Trainiert,1,3.97
348,Armaldo,Uncommon,Kampfbereit,1,4.68
348,Armaldo,Uncommon,Elite,1,6.31
348,Armaldo,Uncommon,Perfekt,1,7.95
349,Barschwa,Uncommon,Wild,0,1.35
349,Barschwa,Uncommon,Trainiert,0,1.64
349,Barschwa,Uncommon,Kampfbereit,0,1.93
349,Barschwa,Uncommon,Elite,0,2.61
349,Barschwa,Uncommon,Perfekt,0,3.28
349,Barschwa,Uncommon,Wild,1,3.38
349,Barschwa,Uncommon,Trainiert,1,4.10
349,Barschwa,Uncommon,Kampfbereit,1,4.83
349,Barschwa,Uncommon,Elite,1,6.51
349,Barschwa,Uncommon,Perfekt,1,8.20
350,Milotic,Rare,Wild,0,5.28
350,Milotic,Rare,Trainiert,0,6.41
350,Milotic,Rare,Kampfbereit,0,7.54
350,Milotic,Rare,Elite,0,10.25
350,Milotic,Rare,Perfekt,0,12.75
350,Milotic,Rare,Wild,1,13.25
350,Milotic,Rare,Trainiert,1,16.00
350,Milotic,Rare,Kampfbereit,1,18.75
350,Milotic,Rare,Elite,1,25.50
350,Milotic,Rare,Perfekt,1,32.00
351,Formeo,Common,Wild,0,0.03
351,Formeo,Common,Trainiert,0,0.04
351,Formeo,Common,Kampfbereit,0,0.05
351,Formeo,Common,Elite,0,0.07
351,Formeo,Common,Perfekt,0,0.09
351,Formeo,Common,Wild,1,0.09
351,Formeo,Common,Trainiert,1,0.11
351,Formeo,Common,Kampfbereit,1,0.13
351,Formeo,Common,Elite,1,0.17
351,Formeo,Common,Perfekt,1,0.21
352,Kecleon,Common,Wild,0,0.17
352,Kecleon,Common,Trainiert,0,0.20
352,Kecleon,Common,Kampfbereit,0,0.24
352,Kecleon,Common,Elite,0,0.32
352,Kecleon,Common,Perfekt,0,0.41
352,Kecleon,Common,Wild,1,0.42
352,Kecleon,Common,Trainiert,1,0.51
352,Kecleon,Common,Kampfbereit,1,0.60
352,Kecleon,Common,Elite,1,0.81
352,Kecleon,Common,Perfekt,1,1.02
353,Shuppet,Common,Wild,0,0.14
353,Shuppet,Common,Trainiert,0,0.17
353,Shuppet,Common,Kampfbereit,0,0.20
353,Shuppet,Common,Elite,0,0.27
353,Shuppet,Common,Perfekt,0,0.34
353,Shuppet,Common,Wild,1,0.35
353,Shuppet,Common,Trainiert,1,0.43
353,Shuppet,Common,Kampfbereit,1,0.50
353,Shuppet,Common,Elite,1,0.68
353,Shuppet,Common,Perfekt,1,0.85
354,Banette,Uncommon,Wild,0,0.40
354,Banette,Uncommon,Trainiert,0,0.48
354,Banette,Uncommon,Kampfbereit,0,0.57
354,Banette,Uncommon,Elite,0,0.77
354,Banette,Uncommon,Perfekt,0,0.97
354,Banette,Uncommon,Wild,1,1.00
354,Banette,Uncommon,Trainiert,1,1.21
354,Banette,Uncommon,Kampfbereit,1,1.42
354,Banette,Uncommon,Elite,1,1.92
354,Banette,Uncommon,Perfekt,1,2.42
355,Zwirrlicht,Uncommon,Wild,0,0.32
355,Zwirrlicht,Uncommon,Trainiert,0,0.39
355,Zwirrlicht,Uncommon,Kampfbereit,0,0.46
355,Zwirrlicht,Uncommon,Elite,0,0.62
355,Zwirrlicht,Uncommon,Perfekt,0,0.78
355,Zwirrlicht,Uncommon,Wild,1,0.81
355,Zwirrlicht,Uncommon,Trainiert,1,0.98
355,Zwirrlicht,Uncommon,Kampfbereit,1,1.15
355,Zwirrlicht,Uncommon,Elite,1,1.55
355,Zwirrlicht,Uncommon,Perfekt,1,1.96
356,Zwirrklop,Uncommon,Wild,0,0.76
356,Zwirrklop,Uncommon,Trainiert,0,0.93
356,Zwirrklop,Uncommon,Kampfbereit,0,1.09
356,Zwirrklop,Uncommon,Elite,0,1.47
356,Zwirrklop,Uncommon,Perfekt,0,1.85
356,Zwirrklop,Uncommon,Wild,1,1.91
356,Zwirrklop,Uncommon,Trainiert,1,2.32
356,Zwirrklop,Uncommon,Kampfbereit,1,2.73
356,Zwirrklop,Uncommon,Elite,1,3.68
356,Zwirrklop,Uncommon,Perfekt,1,4.63
357,Tropius,Uncommon,Wild,0,0.41
357,Tropius,Uncommon,Trainiert,0,0.50
357,Tropius,Uncommon,Kampfbereit,0,0.59
357,Tropius,Uncommon,Elite,0,0.80
357,Tropius,Uncommon,Perfekt,0,1.00
357,Tropius,Uncommon,Wild,1,1.03
357,Tropius,Uncommon,Trainiert,1,1.25
357,Tropius,Uncommon,Kampfbereit,1,1.48
357,Tropius,Uncommon,Elite,1,1.99
357,Tropius,Uncommon,Perfekt,1,2.51
358,Palimpalim,Uncommon,Wild,0,0.39
358,Palimpalim,Uncommon,Trainiert,0,0.47
358,Palimpalim,Uncommon,Kampfbereit,0,0.55
358,Palimpalim,Uncommon,Elite,0,0.74
358,Palimpalim,Uncommon,Perfekt,0,0.94
358,Palimpalim,Uncommon,Wild,1,0.96
358,Palimpalim,Uncommon,Trainiert,1,1.17
358,Palimpalim,Uncommon,Kampfbereit,1,1.38
358,Palimpalim,Uncommon,Elite,1,1.86
358,Palimpalim,Uncommon,Perfekt,1,2.34
359,Absol,Rare,Wild,0,1.99
359,Absol,Rare,Trainiert,0,2.41
359,Absol,Rare,Kampfbereit,0,2.84
359,Absol,Rare,Elite,0,3.83
359,Absol,Rare,Perfekt,0,4.83
359,Absol,Rare,Wild,1,4.97
359,Absol,Rare,Trainiert,1,6.03
359,Absol,Rare,Kampfbereit,1,7.10
359,Absol,Rare,Elite,1,9.59
359,Absol,Rare,Perfekt,1,12.00
360,Isso,Common,Wild,0,0.13
360,Isso,Common,Trainiert,0,0.15
360,Isso,Common,Kampfbereit,0,0.18
360,Isso,Common,Elite,0,0.24
360,Isso,Common,Perfekt,0,0.31
360,Isso,Common,Wild,1,0.32
360,Isso,Common,Trainiert,1,0.38
360,Isso,Common,Kampfbereit,1,0.45
360,Isso,Common,Elite,1,0.61
